generic_name	cns_drug	smiles
Felbamate	TRUE	NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
Felodipine	FALSE	CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC
Felypressin	FALSE	
Fencamfamine	FALSE	CCNC1C2CCC(C2)C1C1=CC=CC=C1
Fenofibrate	FALSE	CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
Fenoldopam	FALSE	OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12
Fenoprofen	TRUE	CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1
Fenoterol	FALSE	CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1
Fentanyl	TRUE	CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1
Ferric Carboxymaltose	FALSE	
Fesoterodine	TRUE	CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C
Fexofenadine	FALSE	CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
Fidaxomicin	FALSE	CC[C@H]1\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(CC)C(Cl)=C(O)C(Cl)=C3O)[C@H](O)[C@@H]2OC)\C(=O)OC(C\C=C(/C)\C=C(C)\[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O
Filgrastim	FALSE	
Finasteride	FALSE	[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C
Fingolimod	TRUE	CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1
Flavoxate	FALSE	CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1
Flecainide	FALSE	FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
Fleroxacin	FALSE	
Floxuridine	FALSE	OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O
Flucloxacillin	FALSE	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O
Fluconazole	FALSE	OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
Flucytosine	FALSE	NC1=C(F)C=NC(=O)N1
Fludarabine	FALSE	NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]3O)C2=NC(F)=N1
Fludiazepam	FALSE	CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
Fludrocortisone	FALSE	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Flumazenil	TRUE	CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1
Flumethasone Pivalate	FALSE	C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C
Flunarizine	FALSE	FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1
Flunisolide	FALSE	[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
Flunitrazepam	FALSE	CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F
Fluocinolone Acetonide	FALSE	[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
Fluocinonide	FALSE	[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O
Fluorescein	FALSE	OC1=CC2=C(C=C1)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C=C(O)C=C1
Fluorometholone	FALSE	[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
Fluorouracil	FALSE	FC1=CNC(=O)NC1=O
Fluoxetine	TRUE	CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
Fluoxymesterone	FALSE	[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Flupenthixol	FALSE	[H]C(CCN1CCN(CCO)CC1)=C1C2C=C(C=CC2SC2=C1C=CC=C2)C(F)(F)F
Fluphenazine	TRUE	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
Flurandrenolide	FALSE	[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
Flurazepam	TRUE	CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
Flurbiprofen	TRUE	CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1
Fluspirilene	FALSE	FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1
Flutamide	FALSE	CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
Fluticasone furoate	FALSE	[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
Fluticasone Propionate	FALSE	[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
Fluvastatin	FALSE	CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12
Fluvoxamine	TRUE	COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
Folic Acid	FALSE	NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
Follitropin beta	FALSE	
Fomepizole	FALSE	CC1=CNN=C1
Fondaparinux sodium	FALSE	[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].CO[C@H]1O[C@H](COS([O-])(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS([O-])(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS([O-])(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS([O-])(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS([O-])(=O)=O)[C@H]3NS([O-])(=O)=O)[C@H](O)[C@H]2OS([O-])(=O)=O)C(O)=O)[C@H](O)[C@H]1NS([O-])(=O)=O
Forasartan	FALSE	CCCCC1=NN(CC2=CN=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(CCCC)=N1
Formestane	FALSE	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C
Formoterol	FALSE	COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1
Fosamprenavir	FALSE	CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1
Fosaprepitant	TRUE	C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
Foscarnet	FALSE	OC(=O)P(O)(O)=O
Fosfomycin	FALSE	C[C@@H]1O[C@@H]1P(O)(O)=O
Fosinopril	FALSE	CCC(=O)OC(OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C
Fosphenytoin	TRUE	OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
Fospropofol	FALSE	CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O
Framycetin	FALSE	NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
Frovatriptan	TRUE	CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O
Fulvestrant	FALSE	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])C2[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC2=CC(O)=CC=C12
Furazolidone	FALSE	[O-][N+](=O)C1=CC=C(O1)C=NN1CCOC1=O
Furosemide	FALSE	NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
Fusidic Acid	FALSE	O[C@@H]1CC[C@@]2(C)[C@@]([H])(CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@@]2([H])\C([C@@H](OC(=O)C)C[C@]32C)=C(/CCC=C(C)C)C(O)=O)[C@@H]1C
Gabapentin	TRUE	NCC1(CC(O)=O)CCCCC1
gabapentin enacarbil	TRUE	
Gadobenate Dimeglumine	FALSE	[Gd+3].CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.OC(=O)CN(CCN(CCN(CC(O)=O)C(COCC1=CC=CC=C1)C([O-])=O)CC([O-])=O)CC([O-])=O
Gadobutrol	FALSE	[Gd+3].OC[C@@H](O)[C@@H](CO)N1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1
Gadodiamide	FALSE	O.[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O
Gadofosveset trisodium	FALSE	O.[Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC(COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O
Gadopentetate dimeglumine	FALSE	[Gd+3].CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O
Gadoteridol	FALSE	[Gd+3].CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1
Gadoversetamide	FALSE	[Gd+3].COCCNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NCCOC)CC([O-])=O)CC([O-])=O
Gadoxetate	FALSE	[Na+].[Na+].[Gd+3].CCOC1=CC=C(CC(CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)N(CC([O-])=O)CC([O-])=O)C=C1
Galantamine	TRUE	[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3
Gallamine Triethiodide	FALSE	[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC
Gallium nitrate	FALSE	[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O
Galsulfase	FALSE	
gamma-Homolinolenic acid	FALSE	CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O
Gamma Hydroxybutyric Acid	TRUE	OCCCC([O-])=O
Ganciclovir	FALSE	NC1=NC(=O)C2=C(N1)N(COC(CO)CO)C=N2
Gatifloxacin	FALSE	COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1
Gefitinib	FALSE	COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
Gemcitabine	FALSE	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
Gemfibrozil	FALSE	CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1
Gemifloxacin	FALSE	CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O
Gemtuzumab ozogamicin	FALSE	
Gentamicin	FALSE	CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
Gentian Violet	FALSE	CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C
Gestodene	FALSE	CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C
Ginkgo biloba	FALSE	
Ginseng	FALSE	
Glatiramer Acetate	TRUE	
Gliclazide	FALSE	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1
Glimepiride	FALSE	CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O
Glipizide	FALSE	CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
Gliquidone	FALSE	COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O
Glisoxepide	FALSE	CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
Glucagon recombinant	FALSE	
Glucarpidase	FALSE	
Glucosamine	FALSE	N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
Glutathione	FALSE	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O
Glutethimide	FALSE	CCC1(CCC(=O)NC1=O)C1=CC=CC=C1
Glyburide	FALSE	COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
Glycerol Phenylbutyrate	FALSE	O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1
Glycine	FALSE	NCC(O)=O
Glycodiazine	FALSE	COCCOC1=CN=C(NS(=O)(=O)C2=CC=CC=C2)N=C1
Glycopyrrolate	FALSE	C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1
golimumab	FALSE	
Gonadorelin	FALSE	CC(C)CC(NC(=O)CNC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CN=CN1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O
Goserelin	FALSE	CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
Gramicidin D	FALSE	
Granisetron	TRUE	CN1N=C(C(=O)NC2CC3CCCC(C2)N3C)C2=CC=CC=C12
Grepafloxacin	FALSE	CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O
Griseofulvin	FALSE	COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC
Guaifenesin	FALSE	COC1=CC=CC=C1OCC(O)CO
Guanabenz	FALSE	NC(N)=NN=CC1=C(Cl)C=CC=C1Cl
Guanadrel Sulfate	FALSE	NC(N)=NCC1COC2(CCCCC2)O1
Guanethidine	FALSE	NC(N)=NCCN1CCCCCCC1
Guanfacine	TRUE	NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
Guanidine	FALSE	NC(N)=N
Halazepam	FALSE	FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
Halobetasol Propionate	FALSE	[H][C@]1(F)CC2C3C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)C3(C)CC(O)[C@]2(F)C2(C)C=CC(=O)C=C12
Halofantrine	FALSE	CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F
Haloperidol	TRUE	OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
Haloprogin	FALSE	ClC1=CC(Cl)=C(Cl)C=C1OCC#CI
Halothane	FALSE	FC(F)(F)C(Cl)Br
Heparin	FALSE	
Heptabarbital	FALSE	CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1
Heroin	FALSE	[H][C@@]12OC3=C(OC(C)=O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2OC(C)=O
Hesperetin	FALSE	COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1
Hetacillin	FALSE	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)C1=CC=CC=C1)C(O)=O
Hexachlorophene	FALSE	OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl
Hexafluronium	FALSE	CC.C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2
Hexobarbital	FALSE	CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1
Hexylcaine	FALSE	CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1
Histamine Phosphate	FALSE	OP(O)(O)=O.OP(O)(O)=O.NCCC1=CN=CN1
Homatropine Methylbromide	FALSE	[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1
Homoharringtonine	FALSE	[H][C@]12[C@H](OC(=O)C(O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@@]11CCCN1CCC1=CC3=C(OCO3)C=C21
Human Serum Albumin	FALSE	
Hyaluronan	FALSE	
Hyaluronidase	FALSE	
Hydralazine	FALSE	NNC1=NN=CC2=CC=CC=C12
Hydrochlorothiazide	FALSE	NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
Hydrocodone	TRUE	[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
Hydrocortamate	FALSE	[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Hydrocortisone	FALSE	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Hydroflumethiazide	FALSE	NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F
Hydromorphone	TRUE	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
Hydroxocobalamin	FALSE	[H]O[Co+]N1\C2=C(C)/C3=N/C(=C\C4=N\C(=C(C)/C5=N[C@@](C)([C@@]1([H])[C@H](CC(=O)N)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@H](O[C@@H]1CO)N1C=NC2=CC(C)=C(C)C=C12)[C@@](C)(CC(N)=O)[C@@H]5CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)/C(C)(C)[C@@H]3CCC(=O)N
Hydroxychloroquine	FALSE	CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1
Hydroxyproline	FALSE	O[C@@H]1CNC(C1)C(O)=O
Hydroxypropyl cellulose	FALSE	
Hydroxystilbamidine Isethionate	FALSE	OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(N)=C1C=CC(=C\C=C2\C=CC(=CC2=O)C(N)=N)C=C1
Hydroxyurea	FALSE	NC(=O)NO
Hydroxyzine	TRUE	OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Hyoscyamine	FALSE	CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1
Ibandronate	FALSE	CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O
Ibritumomab	FALSE	
Ibudilast	FALSE	CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C
Ibuprofen	TRUE	CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
Ibutilide	FALSE	CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
Icatibant	FALSE	[H][C@]12CC(N(C(=O)C3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)C3C[C@@H](O)CN3C(=O)C3CCCN3C(=O)C(CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O
Icodextrin	FALSE	
Icosapent	FALSE	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O
Icosapent ethyl	FALSE	CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
Idarubicin	FALSE	C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O
Idoxuridine	FALSE	OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O
Idursulfase	FALSE	
Ifosfamide	FALSE	ClCCNP1(=O)OCCCN1CCCl
Iloperidone	TRUE	COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O
Iloprost	FALSE	CC#CCC(C)C(O)\C=C\C1C(O)CC2C\C(CC12)=C\CCCC(=O)OCC(=O)C1=CC=CC=C1
Imatinib	FALSE	CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1
Imiglucerase	FALSE	
Imipenem	FALSE	[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
Imipramine	TRUE	CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
Imiquimod	FALSE	CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N
Indacaterol	FALSE	CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1
Indapamide	FALSE	CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
Indecainide	FALSE	CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12
Indinavir	FALSE	CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12
Indomethacin	TRUE	COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O
Infliximab	FALSE	
Ingenol Mebutate	FALSE	OCC1=C[C@]2([H])C(=O)[C@]3(C=C(C)[C@H](OC(=O)C(\C)=C/C)[C@@]3(O)[C@@H]1O)[C@H](C)C[C@@]1([H])C(C)(C)[C@@]21[H]
Insulin Aspart	FALSE	
Insulin Detemir	FALSE	
Insulin Glargine	FALSE	
Insulin Glulisine	FALSE	
Insulin Lispro	FALSE	
Insulin Regular	FALSE	
Insulin, isophane	FALSE	
Insulin, porcine	FALSE	
Interferon Alfa-2a, Recombinant	FALSE	
Interferon Alfa-2b, Recombinant	FALSE	
Interferon alfa-n1	FALSE	
Interferon alfa-n3	FALSE	
Interferon alfacon-1	FALSE	
Interferon beta-1a	FALSE	
Interferon beta-1b	FALSE	
Interferon gamma-1b	FALSE	
Intravenous Immunoglobulin	FALSE	
